feature,coefficient,abs_coefficient
player_ctx__2tsn78gg5xyw81srfdn05hw8a__attacking_half,0.6476603218426933,0.6476603218426933
player_ctx__er4gu73mhvisrxlnz2ec4waqy__late,-0.6435509541160098,0.6435509541160098
player_ctx__bxm1hhoqn14l6kopk32nnyktl__long,-0.6346236373916735,0.6346236373916735
player_ctx__8brs6ycm7rywon1jc3c4tydjo__attacking_half,-0.6334399543997686,0.6334399543997686
player_ctx__38qgiazulsyaxmvqqrdjlw2l0__late,-0.6295310361971431,0.6295310361971431
cat__player_id_model_1rqpbl0ivf8qwdvi6gqpgxz9x,-0.6283739303588703,0.6283739303588703
cat__player_id_model_5ghpsybqgvquh7yffa117tg8a,-0.623367856548658,0.623367856548658
player_ctx__cei4ujo2jqzc9f0tmi8xgll62__late,-0.6218091872362669,0.6218091872362669
player_ctx__9rs7sa9181bsys17v0naoszfu__long,-0.618916368717734,0.618916368717734
player_ctx__7rlx4tok9qp2xsj2dykejci96__attacking_half,-0.6156575372240112,0.6156575372240112
player_ctx__8lj9hc8u1351oczzu81mryluc__attacking_half,0.6134824114947366,0.6134824114947366
cat__player_id_model_7lfocbri1eyj151wuqodpnnpx,-0.6104558832017677,0.6104558832017677
player_ctx__8bx76kurepj0yqe9iixa0zyp6__forward,-0.6100909776369349,0.6100909776369349
cat__player_id_model_aigck7fak1wyc90vol0euvr3d,-0.609905042579985,0.609905042579985
player_ctx__ditnpqgspoih5ich7c5vn44fe__long,-0.6095840557094359,0.6095840557094359
player_ctx__5ael57vy22jqkydk1b1nadobu__forward,-0.6086319404133845,0.6086319404133845
cat__player_id_model_7clxo8giuja0f0hw9jbto3mjt,0.6079772475812102,0.6079772475812102
player_ctx__c84u47w1mc6glo4ol6qq22bjd__long,-0.6062736520197951,0.6062736520197951
cat__player_id_model_389l5vu05vvucpbz8t31pxo9g,0.6055905778226115,0.6055905778226115
cat__player_id_model_jyh107tl6vv8bd1pgautj46h,-0.5979877172842227,0.5979877172842227
cat__player_id_model_a4a4f09ue90nufjf16nrf766s,-0.5979347106863623,0.5979347106863623
player_ctx__8prtj2o0lz1zbzpuw4ah4qhud__long,0.5973475546694724,0.5973475546694724
cat__player_id_model_2w3tbss77o7z5drv5smbzmyac,0.5962880035099603,0.5962880035099603
cat__player_id_model_6ytudq9mcboyfb9xx8ijalg4,-0.5961467582225453,0.5961467582225453
player_ctx__29zdptn1qw7mfwioylxsfz8r8__long,-0.5958078202753432,0.5958078202753432
player_ctx__5zjacoh19zbmoesxqcxep2u50__forward,-0.5938762278216371,0.5938762278216371
cat__player_id_model_a3on8aipuz77wn25jm2r312lm,0.5920963864452683,0.5920963864452683
cat__player_id_model_93mfx60imfs1lx341b3ae7wgk,-0.5919104171893521,0.5919104171893521
player_ctx__bvw5oc4c040ey5dt5wn0choiy__late,0.5914021028419281,0.5914021028419281
cat__player_id_model_3rw4wlo3rlojg4rs9dri2uyvo,0.5901105971199525,0.5901105971199525
player_ctx__akiclq4of0hue4gzghoq1ghlg__forward,-0.590091822788543,0.590091822788543
cat__player_id_model_1hmy5uxiyr8g915tngl9l8twq,-0.5860119657691268,0.5860119657691268
player_ctx__8jc7tw0nw37trgyli0oyz1soa__forward,0.5855154923246224,0.5855154923246224
player_ctx__er6z557ns3jcjhgrsbtmsn6s4__long,-0.5814110716168954,0.5814110716168954
player_ctx__7mcgyfr80xzsoh8tzklqugro4__long,-0.579108817039905,0.579108817039905
player_ctx__cu3a4pb4a9g6d0qir3oakd46i__attacking_half,-0.5784451666976035,0.5784451666976035
cat__player_id_model_84yhv0iilunn0vllz1r5fe7l5,0.5720948204585363,0.5720948204585363
player_ctx__8zzjxnppg44txae0mcs6r1ega__attacking_half,0.5720098905950084,0.5720098905950084
player_ctx__4x6oiw1rueiv2jzjs9k76h1p1__long,-0.57006981552841,0.57006981552841
player_ctx__dbfyqig1hbzbbzsdbtzyzg7pw__forward,-0.5696291883816388,0.5696291883816388
player_ctx__5w0ohhrm0ojscyjh3e0o8ffmd__long,0.5675833235645577,0.5675833235645577
cat__period_id_1,0.5674180802842652,0.5674180802842652
player_ctx__dmk8usvqtzv60bwkoxk7kfqxg__forward,-0.5649556546862972,0.5649556546862972
player_ctx__3vuj1n0ee6cux1snam2655udw__late,-0.5635927814150581,0.5635927814150581
cat__player_id_model_aeue0dvxs088u4ucahccoe1as,-0.5622103904501048,0.5622103904501048
cat__player_id_model_8zo4abj7d3ut3cry9tcsoglw,0.5611224579738385,0.5611224579738385
cat__player_id_model_2lptoks6d3einybwy5c1mldd5,0.5591803348638524,0.5591803348638524
player_ctx__2lptoks6d3einybwy5c1mldd5__late,0.5579902064400069,0.5579902064400069
player_ctx__ekeuy0th5o4eam1hw7yf05qp6__long,0.5556640964257168,0.5556640964257168
player_ctx__c381bajbc6z9vvnvkerx6ezo4__attacking_half,0.5552342805509471,0.5552342805509471
player_ctx__ay86n2sd0odbxluws2jyx4zkk__long,-0.5547973710562694,0.5547973710562694
player_ctx__8erbr3ewwl0o6ib0q4r7tmp9m__attacking_half,0.552822636279679,0.552822636279679
cat__period_id_2,0.5514856421552217,0.5514856421552217
player_ctx__2lptoks6d3einybwy5c1mldd5__forward,0.5490467092154012,0.5490467092154012
player_ctx__be0ws51ws5cm9wzmcp3ozmklx__long,-0.54892914953461,0.54892914953461
player_ctx__a1ahtfrvwqyva1m1q7fjew6ei__forward,-0.5481845015087872,0.5481845015087872
player_ctx__7eox5w91a19w4kx2u3cc8d4yy__forward,-0.5480956969968517,0.5480956969968517
player_ctx__a6z9meo0yksv97ntwe0q2k650__late,-0.5467472632918383,0.5467472632918383
player_ctx__45mvqlprunldc3mcrvxyx9lh__late,-0.5461555747633738,0.5461555747633738
player_ctx__84yhv0iilunn0vllz1r5fe7l5__forward,0.5460917921568706,0.5460917921568706
